question,answer,source,role,category
) How do you access partitions under Linux?,"Linux assigns numbers at the end of the drive identifier. For example, if the first IDE hard drive had three primary partitions, they would be named/numbered, /dev/hda1, /dev/hda2 and /dev/hda3.",http://career.guru99.com/top-50-linux-interview-questions/,UX Developer,
) What is the maximum length for a filename under Linux?,"Any filename can have a maximum of 255 characters. This limit does not include the path name, so therefore the entire pathname and filename could well exceed 255 characters.",http://career.guru99.com/top-50-linux-interview-questions/,UX Developer,
) How do you share a program across different virtual desktops under Linux?,"To share a program across different virtual desktops, in the upper left-hand corner of a program window look for an icon that looks like a pushpin. Pressing this button will “pin” that application in place, making it appear in all virtual desktops, in the same position onscreen.",http://career.guru99.com/top-50-linux-interview-questions/,UX Developer,
) What are the kinds of permissions under Linux?,There are 3 kinds of permissions under Linux:- Read: users may read the files or list the directory- Write: users may write to the file of new files to the directory- Execute: users may run the file or lookup a specific file within a directory,http://career.guru99.com/top-50-linux-interview-questions/,UX Developer,
) Explain how to color the Git console?,"To color the Git console, you can use the command git config—global color.ui auto. In the command, the color.ui variable sets the default value for a variable such as color.diff and color.grep.",http://career.guru99.com/top-50-linux-interview-questions/,AI Engineer,
) How can you append one file to another in  Linux?,To append one file to another in Linux you can use command cat file2 >> file 1. The operator >> appends the output of the named file or creates the file if it is not created.  While another command cat file 1 file 2 > file 3 appends two or more files to one.,http://career.guru99.com/top-50-linux-interview-questions/,UX Developer,
) Explain how you can find a file using Terminal?,"To find a file you have to use a command, find . –name ""process.txt"".  It will look for the current directory for a file called process.txt.",http://career.guru99.com/top-50-linux-interview-questions/,AI Engineer,
) Explain how you can create a folder using Terminal?,"To create a folder, you have to use command mkdir.It will be something like these: ~$ mkdir Guru99",http://career.guru99.com/top-50-linux-interview-questions/,AI Engineer,
)  Explain how you can view the text file using Terminal?,"To view the text file, go to the specific folder where the text files are located by using the command cd and then type less filename.txt.",http://career.guru99.com/top-50-linux-interview-questions/,AI Engineer,
) Explain how to enable curl on Ubuntu LAMP stack?,"To enable curl on Ubuntu, first, install libcurl, once done use following command sudo/etc/init .d /apache2 restart or sudo service apache2 restart.",http://career.guru99.com/top-50-linux-interview-questions/,AI Engineer,
) Explain how to enable root logging in Ubuntu?,The command which enables root logging is,http://career.guru99.com/top-50-linux-interview-questions/,AI Engineer,
) How can you run a Linux program in the background simultaneously when you start your Linux Server?,By using nohup. It will stop the process receiving the NOHUP signal and thus terminating it you log out of the program which was invoked with.  & runs the process in the background.,http://career.guru99.com/top-50-linux-interview-questions/,UX Developer,
) Explain how to uninstall the libraries in Linux?,"To uninstall the libraries in Linux, you can use command sudo apt-get remove library_name",http://career.guru99.com/top-50-linux-interview-questions/,AI Engineer,
) What is MySQL?,"MySQL is an open-source Database Management System (DBMS) for managing and organizing the data in a tabular format, These data can be manipulated using MySQL programming language. It supported and distributed by MySQL AB (now acquired by Oracle)",http://career.guru99.com/top-50-mysql-interview-questions-answers/,Backend Developer,
